,Publishing_Year,Book_Name,Author,Language_Code,Author_Rating,Book_Average_Rating,Book_Ratings_Count,Genre,Publisher_Revenue,Sale_Price,Sale_Rank,Publisher,Units_Sold,Sale_Disc
2,2015.0,Go Set a Watchman,Harper Lee,eng,Novice,3.31,138669,genre fiction,28677.0,8.69,3,"Amazon Digital Services,  Inc.",5500,47795.0
3,2008.0,When You Are Engulfed in Flames,David Sedaris,en-US,Intermediate,4.04,150898,fiction,24750.0,7.5,3,Hachette Book Group,5500,41250.0
4,2011.0,Daughter of Smoke & Bone,Laini Taylor,eng,Intermediate,4.04,198283,genre fiction,22771.5,7.99,4,Penguin Group (USA) LLC,4750,37952.5
5,2015.0,Red Queen,Victoria Aveyard,eng,Intermediate,4.08,83354,genre fiction,0.0,4.99,5,"Amazon Digital Services,  Inc.",4000,19960.0
6,2011.0,The Power of Habit,Charles Duhigg,eng,Intermediate,4.03,155977,genre fiction,16495.002,6.99,6,HarperCollins Publishers,3933,27491.67
8,2012.0,Hopeless,Colleen Hoover,eng,Intermediate,4.34,189938,genre fiction,15656.202,6.99,9,HarperCollins Publishers,3733,26093.67
10,2004.0,The Truth About Forever,Sarah Dessen,en-US,Intermediate,4.13,179415,genre fiction,0.0,4.99,11,"Amazon Digital Services,  Inc.",3600,17964.0
12,2010.0,Last Sacrifice ,Richelle Mead,eng,Famous,4.42,206792,genre fiction,0.0,0.99,13,"Amazon Digital Services,  Inc.",3466,3431.34
17,2006.0,Pretty Little Liars,Sara Shepard,en-US,Intermediate,3.9,156328,genre fiction,0.0,4.99,17,"Amazon Digital Services,  Inc.",3200,15968.0
19,2006.0,The Omnivore's Dilemma,Michael Pollan,eng,Intermediate,4.17,133271,genre fiction,0.0,0.99,19,"Amazon Digital Services,  Inc.",3066,3035.34
20,2013.0,Life After Life,Kate Atkinson,eng,Intermediate,3.74,138454,genre fiction,0.0,3.99,21,"Amazon Digital Services,  Inc.",2933,11702.67
21,2000.0,The Rescue,Nicholas Sparks,en-US,Intermediate,4.1,142092,genre fiction,0.0,2.99,22,"Amazon Digital Services,  Inc.",2866,8569.34
24,1996.0,,"Kenneth Branagh, William Shakespeare",eng,Intermediate,4.12,156869,genre fiction,1583.604,0.99,25,"Amazon Digital Services,  Inc.",2666,2639.34
27,2004.0,Dead to the World,Charlaine Harris,eng,Intermediate,4.13,199572,genre fiction,0.0,0.99,29,"Amazon Digital Services,  Inc.",2400,2376.0
31,2010.0,The Way of Kings,Brandon Sanderson,eng,Famous,4.64,144822,genre fiction,0.0,0.99,32,"Amazon Digital Services,  Inc.",2200,2178.0
32,2003.0,Club Dead,Charlaine Harris,en-GB,Intermediate,4.03,181323,genre fiction,7906.8,5.99,32,HarperCollins Publishers,2200,13178.0
33,2006.0,It's Kind of a Funny Story,Ned Vizzini,en-US,Intermediate,4.14,161001,nonfiction,1227.204,0.99,34,HarperCollins Publishers,2066,2045.34
34,2007.0,,Brandon Sanderson,eng,Intermediate,4.35,150736,genre fiction,10788.0,8.99,35,Random House LLC,2000,17980.0
35,2015.0,After You,Jojo Moyes,eng,Intermediate,3.7,99342,genre fiction,0.0,0.99,36,"Amazon Digital Services,  Inc.",1984,1964.16
36,2011.0,The Language of Flowers,Vanessa Diffenbaugh,eng,Intermediate,4.07,140076,genre fiction,1178.496,0.99,36,"Amazon Digital Services,  Inc.",1984,1964.16
38,2005.0,The Angel Experiment,James Patterson,eng,Intermediate,4.08,172302,genre fiction,0.0,0.99,37,"Amazon Digital Services,  Inc.",1969,1949.31
40,2003.0,The Guardian,Nicholas Sparks,en-US,Intermediate,4.14,136427,genre fiction,0.0,0.99,42,"Amazon Digital Services,  Inc.",1892,1873.08
41,2003.0,Oryx and Crake,Margaret Atwood,eng,Intermediate,4.0,151500,genre fiction,0.0,3.99,43,"Amazon Digital Services,  Inc.",1876,7485.240000000001
42,1998.0,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",John Gray,en-US,Intermediate,3.52,113915,genre fiction,2222.034,1.99,44,"Amazon Digital Services,  Inc.",1861,3703.39
43,2000.0,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,eng,Intermediate,4.0,134177,genre fiction,6634.524,5.99,45,HarperCollins Publishers,1846,11057.54
44,1999.0,Timeline,Michael Crichton,en-US,Intermediate,3.83,148563,genre fiction,7675.02,6.99,46,"Amazon Digital Services,  Inc.",1830,12791.7
50,2013.0,Scarlet,Marissa Meyer,eng,Intermediate,4.3,193766,genre fiction,1032.372,0.99,52,"Amazon Digital Services,  Inc.",1738,1720.62
51,1997.0,"Rich Dad , Poor Dad",Robert T. Kiyosaki,eng,Intermediate,3.95,153764,genre fiction,1023.462,0.99,53,Random House LLC,1723,1705.77
52,2011.0,Silence ,Becca Fitzpatrick,eng,Intermediate,4.16,190722,genre fiction,0.0,4.99,54,"Amazon Digital Services,  Inc.",1707,8517.93
53,2009.0,The Magicians,Lev Grossman,eng,Novice,3.47,147908,genre fiction,1005.048,0.99,55,Macmillan,1692,1675.08
54,2004.0,ãƒ‡ã‚¹ãƒŽãƒ¼ãƒˆ #1 (Desu NÅto) Taikutsu (é€€å±ˆ),"Tsugumi Ohba, Takeshi Obata",eng,Famous,4.42,139501,genre fiction,0.0,3.99,56,"Amazon Digital Services,  Inc.",1676,6687.240000000001
55,2003.0,A Great and Terrible Beauty,Libba Bray,eng,Intermediate,3.79,173613,genre fiction,2979.834,2.99,57,Penguin Group (USA) LLC,1661,4966.39
56,2002.0,Everything Is Illuminated,Jonathan Safran Foer,eng,Intermediate,3.9,131492,genre fiction,977.724,0.99,58,"Amazon Digital Services,  Inc.",1646,1629.54
58,2012.0,Easy,Tammara Webber,en-CA,Intermediate,4.11,133937,genre fiction,0.0,0.99,59,"Amazon Digital Services,  Inc.",1630,1613.7
60,2007.0,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",eng,Intermediate,4.11,160607,genre fiction,6230.4,6.49,61,Random House LLC,1600,10384.0
63,2000.0,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban",eng,Intermediate,4.0,154476,genre fiction,0.0,0.99,65,"Amazon Digital Services,  Inc.",1538,1522.62
69,2010.0,Torment,Lauren Kate,eng,Intermediate,3.89,174393,genre fiction,0.0,3.99,72,"Amazon Digital Services,  Inc.",1430,5705.700000000001
72,2008.0,The Hero of Ages,Brandon Sanderson,eng,Famous,4.46,143622,nonfiction,3495.984,4.21,75,"Amazon Digital Services,  Inc.",1384,5826.64
74,2007.0,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,es,Intermediate,3.85,127096,genre fiction,3277.386,3.99,76,Hachette Book Group,1369,5462.31
76,2014.0,City of Heavenly Fire,Cassandra Clare,eng,Famous,4.48,177796,genre fiction,0.0,4.99,78,"Amazon Digital Services,  Inc.",1338,6676.62
78,2006.0,Cell,Stephen King,en-US,Intermediate,3.64,144591,genre fiction,3560.268,4.54,80,HarperCollins Publishers,1307,5933.78
79,2013.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,eng,Intermediate,4.32,113565,genre fiction,5089.458,6.49,80,Hachette Book Group,1307,8482.43
82,2008.0,The Forgotten Garden,Kate Morton,en-GB,Intermediate,4.12,138377,genre fiction,0.0,3.99,85,"Amazon Digital Services,  Inc.",1230,4907.7
84,2002.0,This Lullaby,Sarah Dessen,eng,Intermediate,4.03,151829,genre fiction,1450.71,1.99,86,HarperCollins Publishers,1215,2417.85
85,2000.0,Plain Truth,Jodi Picoult,eng,Intermediate,3.97,128406,genre fiction,0.0,0.99,87,"Amazon Digital Services,  Inc.",1200,1188.0
86,2010.0,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman,eng,Intermediate,3.7,127186,fiction,0.0,1.99,87,"Amazon Digital Services,  Inc.",1200,2388.0
88,2011.0,"Thinking, Fast and Slow",Daniel Kahneman,eng,Intermediate,4.08,136950,genre fiction,694.386,0.99,89,"Amazon Digital Services,  Inc.",1169,1157.31
91,2002.0,Nights in Rodanthe,Nicholas Sparks,eng,Intermediate,3.82,129807,genre fiction,3362.262,4.99,92,"Amazon Digital Services,  Inc.",1123,5603.77
92,2014.0,Mr. Mercedes,Stephen King,eng,Intermediate,3.92,125847,genre fiction,1321.758,1.99,93,Macmillan,1107,2202.93
93,2007.0,All Together Dead,Charlaine Harris,eng,Intermediate,4.05,162689,genre fiction,4189.944,6.49,95,Random House LLC,1076,6983.24
94,1997.0,Midwives,Chris Bohjalian,en-US,Intermediate,3.97,133155,genre fiction,4131.534,6.49,96,Random House LLC,1061,6885.89
98,1998.0,Veronika decide morrer,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.69,111856,genre fiction,4159.47,6.83,99,Penguin Group (USA) LLC,1015,6932.45
99,2013.0,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell",eng,Intermediate,3.94,135635,genre fiction,0.0,0.99,101,"Amazon Digital Services,  Inc.",995,985.05
100,2005.0,Dead as a Doornail ,Charlaine Harris,eng,Intermediate,4.01,169560,genre fiction,3041.28,5.12,102,Penguin Group (USA) LLC,990,5068.8
101,2011.0,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,en-US,Intermediate,4.01,176433,fiction,1317.12,2.24,104,"Amazon Digital Services,  Inc.",980,2195.2000000000003
103,2011.0,I've Got Your Number,Sophie Kinsella,eng,Intermediate,3.93,144533,genre fiction,0.0,0.99,106,"Amazon Digital Services,  Inc.",970,960.3
105,2011.0,,Mark Cotta Vaz,eng,Intermediate,4.3,188136,genre fiction,4602.24,7.99,108,Penguin Group (USA) LLC,960,7670.400000000001
107,2010.0,A Visit From the Goon Squad,Jennifer Egan,eng,Intermediate,3.64,120126,genre fiction,2814.36,4.99,112,Macmillan,940,4690.6
109,2002.0,Prey,Michael Crichton,es,Intermediate,3.72,131352,genre fiction,0.0,1.99,114,"Amazon Digital Services,  Inc.",930,1850.7
111,2007.0,World Without End,Ken Follett,eng,Intermediate,4.23,128715,genre fiction,543.51,0.99,117,Random House LLC,915,905.85
112,2008.0,Chosen: A House of Night Novel,"P.C. Cast, Kristin Cast",en-US,Intermediate,3.9,180961,fiction,4655.52,8.48,117,"Amazon Digital Services,  Inc.",915,7759.200000000001
113,2012.0,Slammed,Colleen Hoover,eng,Intermediate,4.29,153882,genre fiction,0.0,0.99,118,"Amazon Digital Services,  Inc.",910,900.9
114,2007.0,"Beastly (Beastly, #1, Kendra Chronicles, #1)",Alex Flinn,eng,Intermediate,3.84,150003,genre fiction,537.57,0.99,119,"Amazon Digital Services,  Inc.",905,895.95
116,2006.0,Baby Proof,Emily Giffin,en-US,Intermediate,3.71,124371,nonfiction,3504.6,6.49,120,Macmillan,900,5841.0
117,2011.0,Inheritance,Christopher Paolini,en-US,Intermediate,4.08,146905,nonfiction,6438.63,11.99,121,Random House LLC,895,10731.05
118,2009.0,ã„ã¡ãã‚…ã†ã¯ã¡ã‚ˆã‚“ [Ichi-KyÅ«-Hachi-Yon],"Haruki Murakami, Jay Rubin, Philip Gabriel",eng,Intermediate,3.89,125195,genre fiction,0.0,2.99,122,"Amazon Digital Services,  Inc.",890,2661.1000000000004
121,2006.0,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,en-US,Intermediate,4.02,163054,genre fiction,3915.0,7.5,126,Simon and Schuster Digital Sales Inc,870,6525.0
123,2010.0,Freedom,Jonathan Franzen,en-US,Intermediate,3.73,119213,genre fiction,4122.84,7.99,128,Random House LLC,860,6871.400000000001
124,2011.0,Crossed,Ally Condie,eng,Intermediate,3.52,100886,genre fiction,504.9,0.99,130,"Amazon Digital Services,  Inc.",850,841.5
125,2006.0,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,en-US,Intermediate,3.82,150222,genre fiction,6078.93,11.99,131,Hachette Book Group,845,10131.55
126,2008.0,The White Tiger,Aravind Adiga,eng,Intermediate,3.71,114531,genre fiction,4026.96,7.99,132,Random House LLC,840,6711.6
127,2001.0,The Corrections,Jonathan Franzen,eng,Intermediate,3.78,117657,genre fiction,0.0,0.99,135,"Amazon Digital Services,  Inc.",825,816.75
131,1999.0,Interpreter of Maladies,Jhumpa Lahiri,eng,Intermediate,4.12,110651,genre fiction,5143.95,10.65,139,Penguin Group (USA) LLC,805,8573.25
134,2010.0,The Passage,Justin Cronin,eng,Intermediate,4.04,126993,genre fiction,0.0,3.99,141,"Amazon Digital Services,  Inc.",795,3172.05
135,2005.0,Anansi Boys,Neil Gaiman,eng,Intermediate,4.0,137639,nonfiction,943.26,1.99,142,"Amazon Digital Services,  Inc.",790,1572.1
136,2009.0,Along for the Ride,Sarah Dessen,eng,Intermediate,4.08,151721,genre fiction,5647.29,11.99,143,Penguin Group (USA) LLC,785,9412.15
137,2014.0,Everything I Never Told You,Celeste Ng,eng,Intermediate,3.78,108703,genre fiction,0.0,3.99,144,"Amazon Digital Services,  Inc.",780,3112.2000000000003
142,2013.0,Americanah,Chimamanda Ngozi Adichie,eng,Intermediate,4.26,113252,genre fiction,0.0,3.99,150,"Amazon Digital Services,  Inc.",750,2992.5
143,2001.0,Suzanne's Diary for Nicholas,James Patterson,eng,Intermediate,4.16,121398,genre fiction,2230.53,4.99,151,Random House LLC,745,3717.55
145,2013.0,Entwined with You,Sylvia Day,eng,Intermediate,4.19,141641,genre fiction,0.0,0.99,153,"Amazon Digital Services,  Inc.",735,727.65
146,2009.0,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,eng,Intermediate,4.27,109642,genre fiction,0.0,4.99,154,"Amazon Digital Services,  Inc.",730,3642.7
147,2014.0,The Storied Life of A.J. Fikry,Gabrielle Zevin,eng,Intermediate,3.98,115393,genre fiction,3266.85,7.51,155,Random House LLC,725,5444.75
151,2004.0,Jonathan Strange & Mr Norrell,Susanna Clarke,eng,Intermediate,3.8,133683,genre fiction,3355.8,7.99,160,Hachette Book Group,700,5593.0
152,2001.0,A Bend in the Road,Nicholas Sparks,eng,Intermediate,4.02,116800,genre fiction,811.92,1.99,164,HarperCollins Publishers,680,1353.2
153,2013.0,The House of Hades,Rick Riordan,eng,Famous,4.54,159774,nonfiction,400.95,0.99,165,"Amazon Digital Services,  Inc.",675,668.25
154,2008.0,Gone,Michael  Grant,eng,Intermediate,3.85,144606,genre fiction,2206.98,5.49,166,"Amazon Digital Services,  Inc.",670,3678.3
155,2003.0,The Wedding,Nicholas Sparks,en-US,Intermediate,3.98,118045,genre fiction,395.01,0.99,167,"Amazon Digital Services,  Inc.",665,658.35
156,2005.0,1776,David McCullough,eng,Intermediate,4.06,130293,genre fiction,4688.64,11.84,168,Random House LLC,660,7814.4
157,2003.0,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,eng,Intermediate,3.98,112167,genre fiction,0.0,0.99,169,"Amazon Digital Services,  Inc.",655,648.45
158,2012.0,Beautiful Ruins,Jess Walter,eng,Intermediate,3.67,116053,genre fiction,5891.07,14.99,169,Random House LLC,655,9818.45
159,2006.0,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,en-US,Intermediate,3.69,110873,genre fiction,0.0,4.99,170,"Amazon Digital Services,  Inc.",650,3243.5
160,1999.0,On Writing: A Memoir of the Craft,Stephen King,eng,Intermediate,4.31,131481,genre fiction,0.0,2.99,170,"Amazon Digital Services,  Inc.",650,1943.5
161,2008.0,Firefly Lane,Kristin Hannah,en-US,Intermediate,4.04,121966,genre fiction,0.0,4.99,171,"Amazon Digital Services,  Inc.",645,3218.55
163,2008.0,Love the One You're With,Emily Giffin,en-US,Intermediate,3.7,124812,genre fiction,3398.22,8.99,174,Simon and Schuster Digital Sales Inc,630,5663.7
164,2014.0,The Silkworm,"Robert Galbraith, J.K. Rowling",eng,Intermediate,4.03,120008,genre fiction,0.0,0.99,177,"Amazon Digital Services,  Inc.",615,608.85
166,2011.0,State of Wonder,Ann Patchett,eng,Intermediate,3.85,124837,genre fiction,0.0,2.0,179,"Amazon Digital Services,  Inc.",605,1210.0
167,2008.0,The Silver Linings Playbook,Matthew Quick,en-US,Intermediate,4.0,110939,genre fiction,0.0,0.99,180,"Amazon Digital Services,  Inc.",600,594.0
169,2005.0,The Constant Princess,Philippa Gregory,en-US,Intermediate,3.88,124786,genre fiction,2138.43,5.99,181,Penguin Group (USA) LLC,595,3564.05
171,2009.0,HundraÃ¥ringen som klev ut genom fÃ¶nstret och fÃ¶rsvann,"Jonas Jonasson, Rod Bradbury",en-GB,Intermediate,3.81,92275,genre fiction,3120.39,8.89,183,Macmillan,585,5200.650000000001
172,1998.0,Bag of Bones,Stephen King,en-US,Intermediate,3.87,131004,genre fiction,0.0,0.99,185,"Amazon Digital Services,  Inc.",575,569.25
177,2003.0,Onze minutos,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.69,102206,genre fiction,0.0,0.99,192,"Amazon Digital Services,  Inc.",540,534.6
179,2005.0,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,eng,Intermediate,3.67,121373,nonfiction,959.79,2.99,193,Random House LLC,535,1599.65
180,2007.0,Unwind,Neal Shusterman,eng,Intermediate,4.18,143892,genre fiction,314.82,0.99,194,Macmillan,530,524.7
181,1996.0,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,eng,Intermediate,4.34,123736,nonfiction,614.91,1.99,197,"Amazon Digital Services,  Inc.",515,1024.85
182,2013.0,Prodigy,Marie Lu,eng,Intermediate,4.29,149702,genre fiction,0.0,2.99,198,"Amazon Digital Services,  Inc.",510,1524.9
185,2007.0,The Choice,Nicholas Sparks,en-US,Intermediate,3.99,93479,genre fiction,0.0,2.99,202,"Amazon Digital Services,  Inc.",496,1483.0400000000002
186,2012.0,,Kate Egan,en-US,Famous,4.51,119915,genre fiction,1770.546,6.01,205,HarperCollins Publishers,491,2950.91
188,2005.0,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,eng,Intermediate,4.02,106211,genre fiction,289.872,0.99,207,"Amazon Digital Services,  Inc.",488,483.12
189,2002.0,BLEACHâ€•ãƒ–ãƒªãƒ¼ãƒâ€•ã€€1,Tite Kubo,eng,Intermediate,4.21,120004,fiction,1563.552,5.34,207,Penguin Group (USA) LLC,488,2605.92
190,2013.0,,Allie Brosh,eng,Intermediate,4.17,118910,genre fiction,3161.718,10.91,210,Penguin Group (USA) LLC,483,5269.53
192,2003.0,Shantaram,Gregory David Roberts,eng,Intermediate,4.26,95213,genre fiction,0.0,0.99,211,"Amazon Digital Services,  Inc.",481,476.19
193,2008.0,From Dead to Worse,Charlaine Harris,eng,Intermediate,4.01,151095,genre fiction,285.12,0.99,212,"Amazon Digital Services,  Inc.",480,475.2
195,1997.0,The Bone Collector,Jeffery Deaver,en-US,Intermediate,4.18,120541,genre fiction,3151.932,10.99,213,Random House LLC,478,5253.22
201,2009.0,The Short Second Life of Bree Tanner,Stephenie Meyer,eng,Intermediate,3.51,145874,genre fiction,0.0,0.99,220,"Amazon Digital Services,  Inc.",466,461.34
206,2007.0,A Long Way Gone. Memoirs of a Boy Soldier,Ishmael Beah,en-US,Intermediate,4.14,116260,genre fiction,0.0,7.99,226,"Amazon Digital Services,  Inc.",456,3643.44
210,1998.0,The Girls' Guide to Hunting and Fishing,Melissa Bank,es,Novice,3.29,113977,nonfiction,0.0,0.99,228,"Amazon Digital Services,  Inc.",453,448.47
211,2012.0,Wool Omnibus,Hugh Howey,eng,Intermediate,4.24,81982,genre fiction,1350.294,4.99,229,Penguin Group (USA) LLC,451,2250.49
212,2002.0,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,en-US,Intermediate,4.26,118576,genre fiction,2875.5,10.65,230,Random House LLC,450,4792.5
213,1997.0,The Power of Now,Eckhart Tolle,eng,Intermediate,4.1,104549,genre fiction,2862.72,10.65,231,Penguin Group (USA) LLC,448,4771.2
214,2012.0,Let's Pretend This Never Happened (A Mostly True Memoir),Jenny  Lawson,eng,Intermediate,3.9,118475,genre fiction,266.112,0.99,231,"Amazon Digital Services,  Inc.",448,443.52
215,2006.0,The Lies of Locke Lamora,Scott Lynch,eng,Intermediate,4.3,118751,genre fiction,794.742,2.99,234,Simon and Schuster Digital Sales Inc,443,1324.5700000000002
217,2009.0,Dead and Gone,Charlaine Harris,eng,Intermediate,4.01,145157,genre fiction,1305.384,4.99,238,Random House LLC,436,2175.64
218,2013.0,The Storyteller,Jodi Picoult,eng,Intermediate,4.26,109313,genre fiction,0.0,0.99,239,"Amazon Digital Services,  Inc.",435,430.65
219,2011.0,Obsidian,Jennifer L. Armentrout,eng,Intermediate,4.23,164832,genre fiction,3115.002,11.99,240,Penguin Group (USA) LLC,433,5191.67
221,2013.0,Crown of Midnight,Sarah J. Maas,en-CA,Famous,4.49,160485,genre fiction,256.014,0.99,241,"Amazon Digital Services,  Inc.",431,426.69
222,2004.0,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,eng,Intermediate,4.18,126864,genre fiction,255.42,0.99,242,Random House LLC,430,425.7
