,character,rating
9654,Boba Fett,Somewhat unfavorably
9655,Boba Fett,Neither favorably nor unfavorably (neutral)
9656,Boba Fett,Neither favorably nor unfavorably (neutral)
9657,Boba Fett,Neither favorably nor unfavorably (neutral)
9658,Boba Fett,Very favorably
9660,Boba Fett,Very unfavorably
9661,Boba Fett,Somewhat unfavorably
9662,Boba Fett,Very favorably
9663,Boba Fett,Neither favorably nor unfavorably (neutral)
9664,Boba Fett,Neither favorably nor unfavorably (neutral)
9665,Boba Fett,Somewhat favorably
9666,Boba Fett,Very favorably
9667,Boba Fett,Very favorably
9669,Boba Fett,Very favorably
9671,Boba Fett,Somewhat favorably
9673,Boba Fett,Neither favorably nor unfavorably (neutral)
9674,Boba Fett,Somewhat unfavorably
9675,Boba Fett,Somewhat unfavorably
9676,Boba Fett,Unfamiliar (N/A)
9679,Boba Fett,Somewhat unfavorably
9682,Boba Fett,Very unfavorably
9684,Boba Fett,Very favorably
9688,Boba Fett,Unfamiliar (N/A)
9690,Boba Fett,Very favorably
9691,Boba Fett,Very favorably
9692,Boba Fett,Neither favorably nor unfavorably (neutral)
9694,Boba Fett,Very favorably
9695,Boba Fett,Unfamiliar (N/A)
9699,Boba Fett,Neither favorably nor unfavorably (neutral)
9700,Boba Fett,Neither favorably nor unfavorably (neutral)
9703,Boba Fett,Very favorably
9704,Boba Fett,Somewhat unfavorably
9705,Boba Fett,Neither favorably nor unfavorably (neutral)
9708,Boba Fett,Somewhat favorably
9711,Boba Fett,Unfamiliar (N/A)
9712,Boba Fett,Somewhat unfavorably
9713,Boba Fett,Somewhat favorably
9715,Boba Fett,Very favorably
9716,Boba Fett,Somewhat favorably
9717,Boba Fett,Very favorably
9719,Boba Fett,Somewhat favorably
9720,Boba Fett,Neither favorably nor unfavorably (neutral)
9723,Boba Fett,Neither favorably nor unfavorably (neutral)
9724,Boba Fett,Neither favorably nor unfavorably (neutral)
9725,Boba Fett,Somewhat unfavorably
9726,Boba Fett,Somewhat unfavorably
9727,Boba Fett,Neither favorably nor unfavorably (neutral)
9729,Boba Fett,Somewhat favorably
9730,Boba Fett,Somewhat unfavorably
9733,Boba Fett,Unfamiliar (N/A)
9734,Boba Fett,Very unfavorably
9735,Boba Fett,Unfamiliar (N/A)
9736,Boba Fett,Somewhat unfavorably
9737,Boba Fett,Neither favorably nor unfavorably (neutral)
9738,Boba Fett,Neither favorably nor unfavorably (neutral)
9741,Boba Fett,Somewhat unfavorably
9743,Boba Fett,Somewhat unfavorably
9745,Boba Fett,Neither favorably nor unfavorably (neutral)
9746,Boba Fett,Neither favorably nor unfavorably (neutral)
9747,Boba Fett,Somewhat unfavorably
9748,Boba Fett,Neither favorably nor unfavorably (neutral)
9749,Boba Fett,Neither favorably nor unfavorably (neutral)
9751,Boba Fett,Very favorably
9752,Boba Fett,Very unfavorably
9754,Boba Fett,Somewhat unfavorably
9755,Boba Fett,Somewhat favorably
9757,Boba Fett,Somewhat favorably
9758,Boba Fett,Neither favorably nor unfavorably (neutral)
9759,Boba Fett,Very favorably
9761,Boba Fett,Somewhat favorably
9762,Boba Fett,Somewhat favorably
9763,Boba Fett,Very favorably
9764,Boba Fett,Somewhat unfavorably
9767,Boba Fett,Somewhat unfavorably
9768,Boba Fett,Somewhat favorably
9769,Boba Fett,Neither favorably nor unfavorably (neutral)
9770,Boba Fett,Somewhat favorably
9771,Boba Fett,Neither favorably nor unfavorably (neutral)
9772,Boba Fett,Very unfavorably
9773,Boba Fett,Neither favorably nor unfavorably (neutral)
9775,Boba Fett,Unfamiliar (N/A)
9777,Boba Fett,Somewhat favorably
9778,Boba Fett,Neither favorably nor unfavorably (neutral)
9779,Boba Fett,Neither favorably nor unfavorably (neutral)
9782,Boba Fett,Unfamiliar (N/A)
9783,Boba Fett,Unfamiliar (N/A)
9785,Boba Fett,Unfamiliar (N/A)
9786,Boba Fett,Somewhat unfavorably
9787,Boba Fett,Unfamiliar (N/A)
9789,Boba Fett,Neither favorably nor unfavorably (neutral)
9790,Boba Fett,Unfamiliar (N/A)
9792,Boba Fett,Neither favorably nor unfavorably (neutral)
9793,Boba Fett,Very unfavorably
9795,Boba Fett,Somewhat favorably
9796,Boba Fett,Neither favorably nor unfavorably (neutral)
9797,Boba Fett,Somewhat favorably
9798,Boba Fett,Unfamiliar (N/A)
9799,Boba Fett,Somewhat favorably
9801,Boba Fett,Somewhat unfavorably
9803,Boba Fett,Neither favorably nor unfavorably (neutral)
9804,Boba Fett,Neither favorably nor unfavorably (neutral)
9805,Boba Fett,Neither favorably nor unfavorably (neutral)
9806,Boba Fett,Neither favorably nor unfavorably (neutral)
9808,Boba Fett,Very favorably
9811,Boba Fett,Somewhat unfavorably
9813,Boba Fett,Unfamiliar (N/A)
9815,Boba Fett,Unfamiliar (N/A)
9817,Boba Fett,Somewhat unfavorably
9818,Boba Fett,Neither favorably nor unfavorably (neutral)
9819,Boba Fett,Neither favorably nor unfavorably (neutral)
9820,Boba Fett,Very favorably
9821,Boba Fett,Very unfavorably
9822,Boba Fett,Neither favorably nor unfavorably (neutral)
9823,Boba Fett,Unfamiliar (N/A)
9824,Boba Fett,Somewhat unfavorably
9826,Boba Fett,Very favorably
9827,Boba Fett,Neither favorably nor unfavorably (neutral)
9828,Boba Fett,Somewhat unfavorably
9829,Boba Fett,Very favorably
9830,Boba Fett,Unfamiliar (N/A)
9833,Boba Fett,Somewhat favorably
9834,Boba Fett,Somewhat favorably
9835,Boba Fett,Somewhat favorably
9836,Boba Fett,Neither favorably nor unfavorably (neutral)
9837,Boba Fett,Somewhat favorably
9838,Boba Fett,Neither favorably nor unfavorably (neutral)
9839,Boba Fett,Somewhat unfavorably
9842,Boba Fett,Neither favorably nor unfavorably (neutral)
9844,Boba Fett,Neither favorably nor unfavorably (neutral)
9845,Boba Fett,Neither favorably nor unfavorably (neutral)
9847,Boba Fett,Somewhat favorably
9848,Boba Fett,Neither favorably nor unfavorably (neutral)
9850,Boba Fett,Very favorably
9852,Boba Fett,Somewhat favorably
9854,Boba Fett,Unfamiliar (N/A)
9856,Boba Fett,Very favorably
9857,Boba Fett,Neither favorably nor unfavorably (neutral)
9858,Boba Fett,Somewhat unfavorably
9860,Boba Fett,Very favorably
9861,Boba Fett,Unfamiliar (N/A)
9862,Boba Fett,Neither favorably nor unfavorably (neutral)
9863,Boba Fett,Neither favorably nor unfavorably (neutral)
9864,Boba Fett,Somewhat unfavorably
9869,Boba Fett,Very favorably
9870,Boba Fett,Very unfavorably
9871,Boba Fett,Neither favorably nor unfavorably (neutral)
9872,Boba Fett,Very favorably
9876,Boba Fett,Neither favorably nor unfavorably (neutral)
9877,Boba Fett,Somewhat favorably
9879,Boba Fett,Neither favorably nor unfavorably (neutral)
9880,Boba Fett,Somewhat favorably
9881,Boba Fett,Somewhat favorably
9884,Boba Fett,Neither favorably nor unfavorably (neutral)
9885,Boba Fett,Neither favorably nor unfavorably (neutral)
9887,Boba Fett,Somewhat favorably
9888,Boba Fett,Neither favorably nor unfavorably (neutral)
9890,Boba Fett,Somewhat favorably
9891,Boba Fett,Very favorably
9892,Boba Fett,Neither favorably nor unfavorably (neutral)
9893,Boba Fett,Neither favorably nor unfavorably (neutral)
9894,Boba Fett,Very favorably
9897,Boba Fett,Very unfavorably
9899,Boba Fett,Somewhat favorably
9900,Boba Fett,Neither favorably nor unfavorably (neutral)
9902,Boba Fett,Neither favorably nor unfavorably (neutral)
9903,Boba Fett,Neither favorably nor unfavorably (neutral)
9904,Boba Fett,Somewhat favorably
9906,Boba Fett,Neither favorably nor unfavorably (neutral)
9907,Boba Fett,Somewhat favorably
9910,Boba Fett,Neither favorably nor unfavorably (neutral)
9911,Boba Fett,Very unfavorably
9912,Boba Fett,Somewhat favorably
9913,Boba Fett,Somewhat unfavorably
9914,Boba Fett,Unfamiliar (N/A)
9916,Boba Fett,Somewhat unfavorably
9918,Boba Fett,Very unfavorably
9919,Boba Fett,Neither favorably nor unfavorably (neutral)
9920,Boba Fett,Neither favorably nor unfavorably (neutral)
9921,Boba Fett,Unfamiliar (N/A)
9922,Boba Fett,Very favorably
9923,Boba Fett,Somewhat favorably
9924,Boba Fett,Somewhat unfavorably
9925,Boba Fett,Neither favorably nor unfavorably (neutral)
9926,Boba Fett,Very favorably
9927,Boba Fett,Neither favorably nor unfavorably (neutral)
9928,Boba Fett,Somewhat unfavorably
9929,Boba Fett,Very favorably
9930,Boba Fett,Very favorably
9932,Boba Fett,Somewhat favorably
9933,Boba Fett,Somewhat unfavorably
9936,Boba Fett,Somewhat unfavorably
9937,Boba Fett,Very favorably
9940,Boba Fett,Very favorably
9942,Boba Fett,Somewhat favorably
9943,Boba Fett,Somewhat favorably
9945,Boba Fett,Neither favorably nor unfavorably (neutral)
9946,Boba Fett,Very favorably
9948,Boba Fett,Unfamiliar (N/A)
9949,Boba Fett,Very favorably
9950,Boba Fett,Somewhat favorably
9951,Boba Fett,Unfamiliar (N/A)
9952,Boba Fett,Very favorably
9953,Boba Fett,Somewhat unfavorably
9954,Boba Fett,Unfamiliar (N/A)
9955,Boba Fett,Very favorably
9956,Boba Fett,Somewhat favorably
9957,Boba Fett,Unfamiliar (N/A)
9959,Boba Fett,Somewhat favorably
9960,Boba Fett,Somewhat favorably
9961,Boba Fett,Unfamiliar (N/A)
9963,Boba Fett,Somewhat unfavorably
9964,Boba Fett,Very favorably
9965,Boba Fett,Somewhat unfavorably
9967,Boba Fett,Unfamiliar (N/A)
9969,Boba Fett,Somewhat unfavorably
9972,Boba Fett,Very unfavorably
9973,Boba Fett,Neither favorably nor unfavorably (neutral)
9974,Boba Fett,Unfamiliar (N/A)
9977,Boba Fett,Unfamiliar (N/A)
9978,Boba Fett,Somewhat favorably
9979,Boba Fett,Very unfavorably
9981,Boba Fett,Somewhat unfavorably
9982,Boba Fett,Somewhat favorably
9983,Boba Fett,Unfamiliar (N/A)
9985,Boba Fett,Very favorably
9986,Boba Fett,Neither favorably nor unfavorably (neutral)
9987,Boba Fett,Unfamiliar (N/A)
9988,Boba Fett,Unfamiliar (N/A)
9989,Boba Fett,Neither favorably nor unfavorably (neutral)
9991,Boba Fett,Very favorably
9992,Boba Fett,Neither favorably nor unfavorably (neutral)
9993,Boba Fett,Somewhat favorably
9994,Boba Fett,Unfamiliar (N/A)
9995,Boba Fett,Neither favorably nor unfavorably (neutral)
9996,Boba Fett,Unfamiliar (N/A)
9997,Boba Fett,Neither favorably nor unfavorably (neutral)
10002,Boba Fett,Unfamiliar (N/A)
10005,Boba Fett,Very favorably
10006,Boba Fett,Neither favorably nor unfavorably (neutral)
10007,Boba Fett,Neither favorably nor unfavorably (neutral)
10008,Boba Fett,Neither favorably nor unfavorably (neutral)
10009,Boba Fett,Unfamiliar (N/A)
10010,Boba Fett,Unfamiliar (N/A)
10011,Boba Fett,Unfamiliar (N/A)
10012,Boba Fett,Very favorably
10015,Boba Fett,Neither favorably nor unfavorably (neutral)
10016,Boba Fett,Neither favorably nor unfavorably (neutral)
10017,Boba Fett,Neither favorably nor unfavorably (neutral)
10018,Boba Fett,Very favorably
10019,Boba Fett,Neither favorably nor unfavorably (neutral)
10021,Boba Fett,Somewhat favorably
10022,Boba Fett,Very favorably
10023,Boba Fett,Unfamiliar (N/A)
10025,Boba Fett,Somewhat favorably
10026,Boba Fett,Unfamiliar (N/A)
10029,Boba Fett,Unfamiliar (N/A)
10030,Boba Fett,Unfamiliar (N/A)
10033,Boba Fett,Neither favorably nor unfavorably (neutral)
10036,Boba Fett,Somewhat favorably
10037,Boba Fett,Very favorably
10039,Boba Fett,Neither favorably nor unfavorably (neutral)
10040,Boba Fett,Somewhat favorably
10043,Boba Fett,Neither favorably nor unfavorably (neutral)
10044,Boba Fett,Neither favorably nor unfavorably (neutral)
10048,Boba Fett,Unfamiliar (N/A)
10049,Boba Fett,Somewhat unfavorably
10051,Boba Fett,Somewhat favorably
10052,Boba Fett,Neither favorably nor unfavorably (neutral)
10053,Boba Fett,Very favorably
10054,Boba Fett,Somewhat favorably
10055,Boba Fett,Unfamiliar (N/A)
10056,Boba Fett,Very favorably
10057,Boba Fett,Very favorably
10058,Boba Fett,Neither favorably nor unfavorably (neutral)
10059,Boba Fett,Very favorably
10060,Boba Fett,Somewhat favorably
10062,Boba Fett,Neither favorably nor unfavorably (neutral)
10063,Boba Fett,Somewhat favorably
10064,Boba Fett,Unfamiliar (N/A)
10069,Boba Fett,Very favorably
10072,Boba Fett,Very favorably
10073,Boba Fett,Somewhat favorably
10074,Boba Fett,Unfamiliar (N/A)
10078,Boba Fett,Very unfavorably
10079,Boba Fett,Somewhat favorably
10080,Boba Fett,Unfamiliar (N/A)
10081,Boba Fett,Unfamiliar (N/A)
10082,Boba Fett,Neither favorably nor unfavorably (neutral)
10083,Boba Fett,Unfamiliar (N/A)
10084,Boba Fett,Very unfavorably
10086,Boba Fett,Unfamiliar (N/A)
10088,Boba Fett,Somewhat favorably
10089,Boba Fett,Neither favorably nor unfavorably (neutral)
10090,Boba Fett,Very favorably
10091,Boba Fett,Somewhat unfavorably
10092,Boba Fett,Somewhat favorably
10094,Boba Fett,Neither favorably nor unfavorably (neutral)
10095,Boba Fett,Neither favorably nor unfavorably (neutral)
10096,Boba Fett,Very unfavorably
10097,Boba Fett,Unfamiliar (N/A)
10098,Boba Fett,Unfamiliar (N/A)
10108,Boba Fett,Neither favorably nor unfavorably (neutral)
10109,Boba Fett,Neither favorably nor unfavorably (neutral)
10110,Boba Fett,Somewhat favorably
10111,Boba Fett,Neither favorably nor unfavorably (neutral)
10113,Boba Fett,Very unfavorably
10114,Boba Fett,Neither favorably nor unfavorably (neutral)
10115,Boba Fett,Neither favorably nor unfavorably (neutral)
10118,Boba Fett,Unfamiliar (N/A)
10119,Boba Fett,Neither favorably nor unfavorably (neutral)
10120,Boba Fett,Very favorably
10122,Boba Fett,Neither favorably nor unfavorably (neutral)
10123,Boba Fett,Neither favorably nor unfavorably (neutral)
10124,Boba Fett,Very favorably
10125,Boba Fett,Very unfavorably
10126,Boba Fett,Unfamiliar (N/A)
10127,Boba Fett,Neither favorably nor unfavorably (neutral)
10128,Boba Fett,Neither favorably nor unfavorably (neutral)
10129,Boba Fett,Very favorably
10130,Boba Fett,Somewhat favorably
10131,Boba Fett,Unfamiliar (N/A)
10133,Boba Fett,Somewhat unfavorably
10137,Boba Fett,Unfamiliar (N/A)
10138,Boba Fett,Somewhat unfavorably
10140,Boba Fett,Very unfavorably
10141,Boba Fett,Neither favorably nor unfavorably (neutral)
10142,Boba Fett,Neither favorably nor unfavorably (neutral)
10143,Boba Fett,Somewhat favorably
10144,Boba Fett,Very unfavorably
10145,Boba Fett,Very favorably
10146,Boba Fett,Very favorably
